,location_key,longitude,latitude,nearest_intersection,floor_level,postal_code,dissemination_area
5710,66713787,-79.37870205600001,43.667124184,Jarvis St / Cawthra Sq,1,M4Y 1B1,35204941
5712,71402958,-79.295815281,43.714017809,Delwood Dr / Rosalind Cres,1,M1L 1X4,35203522
5716,79342034,-79.203485804,43.793447186,Keeler Blvd / David Dr,999,M1B 3C3,35200034
5717,72204375,-79.437571231,43.72204997,Rondale Blvd / Roberta Dr,1,M6A 2N4,35202136
5720,66313730,-79.373061781,43.663190021000005,Sherbourne St / Carlton St,B01,M5A 2K6,35200770
5721,69294734,-79.473407701,43.6929804,Lonborough Ave / Bertram St,1,M6M 3X7,35201213
5730,67614063,-79.406329837,43.676122138,Madison Ave / Macpherson Ave,1,M5R 1V7,35201044
5731,73262160,-79.216001812,43.73261647,Parkcrest Dr / Hill Cres,1,M1M 3B1,35204343
5732,71653905,-79.390513685,43.7165459,Dalewood Rd / Sheldrake Blvd,1,M4P 2M5,35202946
5735,76324656,-79.465699372,43.763286064,Dufferin St / Stanstead Dr,1,M3J 0G9,35202098
5737,66894047,-79.404772705,43.668962079,Spadina Rd / Lowther Ave,1,M5R 2S7,35201033
5740,76052156,-79.2156827,43.760573476000005,Scarborough Golf Club Rd / Holmfirth Ter,008,M1G 1H7,35203352
5741,61565494,-79.549469698,43.615672602,The Queensway / Queensway E 427 C N Ramp / Browns Li N 427 C N Ramp,1,M8Z 5X1,35201663
5743,76013219,-79.321995073,43.760112326000005,Parkwoods Village Dr / Gisburn Rd,1,M3A 2X2,35200418
5745,79783802,-79.380210016,43.797850797,Bruce Farm Dr / Craigmont Dr,1,M2H 1A8,35202451
5751,76933436,-79.343612143,43.769398776,Forest Manor Rd / Parkway Forest Dr,1,M2J 1M4,35200272
5752,69723492,-79.349267152,43.697203932,Leaside Bdge / Pape Ave / Donlands Ave,1,M4J 2P5,35203867
5753,64693881,-79.388151906,43.646965206,King St W / Ed Mirvish Way,B01,M5J 1V6,35200855
5754,67093280,-79.328022357,43.670923069,Gerrard St E / Greenwood Ave,001,M4M 2A1,35200696
5756,82982234,-79.223401666,43.82984949,Staines Rd / Culver Lane,999,M1X 2E6,35204718
5757,63994441,-79.444177978,43.639970919,Grafton Ave / Triller Ave,1,M6R 1A9,35201329
5758,76464855,-79.485519442,43.76469306,Finch Ave W / Alexdon Rd,B01,M3J 2A9,35202098
5761,66243380,-79.338040089,43.662426887,Pape Ave / Louvain Ave,001,M4M 1K2,35203194
5763,70733954,-79.395492656,43.707328018000005,Eglinton Ave E / Dunfield Ave,1,M4P 1A9,35203984
5764,70515044,-79.504405546,43.70515909,Jane St / Patika Ave,1,M9N 2S4,35204403
5765,67455569,-79.556961951,43.674545872,Lloyd Manor Rd / Winsland Dr,1,M9B 6H6,35201714
5766,66103400,-79.340092291,43.66106162,Queen St E / Carlaw Ave,1,M4M 2R9,35203193
5768,73055758,-79.575842158,43.730519712,Kipling Ave / Henley Cres,1,M9W 0C6,35201851
5770,64833984,-79.39841860899999,43.648325817,Queen St W / Vanauley St,1,M5V 2B6,35200870
5772,67185712,-79.57129144,43.671832704,Eglinton Ave W / The East Mall / 427 C N Eglinton Ramp,1,M9R 3V7,35204162
5773,62344782,-79.478236815,43.623468893,Marine Parade Dr / Shore Breeze Dr,1,M8V 1A2,35204763
5775,73935663,-79.566341083,43.73938900899999,Islington Ave / Wardlaw Cres,1,M9V 1L2,35204373
5777,72463177,-79.317733391,43.72467137899999,Mobile Dr / Credit Union Dr,001,M4A 1J8,35202722
5778,73325662,-79.566201048,43.733280116,Grovetree Rd / Playdell Crt,1,M9V 4J7,35201863
5779,67243381,-79.338187865,43.672450016000006,Boultbee Ave / Blake St,002,M4J 4Z1,35200717
5785,76284084,-79.408461011,43.762887101,Doris Ave / Forest Laneway,020,M2N 5W9,35204738
5788,67674147,-79.414725479,43.676740952,Davenport Rd / Albany Ave,003,M5R 1K9,35201081
5789,70304768,-79.476811155,43.703027034,Keele St / Densley Ave,1,M6M 2L7,35204460
5792,66784656,-79.465614172,43.667862066000005,Keele St / Junction Rd,999,M6N 3E2,35201381
5793,65443575,-79.357508227,43.654481734,Eastern Ave Diversion / Eastern Ave,1,M5A 3C9,35203176
5797,67723976,-79.39762677,43.677202654,Avenue Rd / Dupont St / Jay Macpherson Green Trl,001,M5R 2J6,35202813
5798,79812653,-79.265357749,43.798130527,Huntingwood Dr / Blueberry Dr,B01,M1S 3J1,35203630
5799,69372767,-79.276749513,43.693749633,Balford Ave / Danforth Ave,1,M1L 1E3,35203509
5800,78671539,-79.15393598600001,43.786794273000005,Lawson Rd / Cedarview Dr,1,M1C 2A2,35203722
5801,78362810,-79.281092301,43.783687867,Lamont Ave,1,M1S 1T3,35200220
5802,66543638,-79.36383966300001,43.665407252,Bowman St / Carlton St,001,M5A 2J1,35203183
5804,77404124,-79.41247566,43.774098393,Church Ave / Doris Ave,002,M2N 3Y2,35204324
5806,77274406,-79.440680462,43.772768933,Muirkirk Rd / Yorkview Dr / Stafford Park Trl,1,M2R 1N2,35202551
5808,71145235,-79.523594186,43.711484547,Academy Rd / Chantilly Gdns,1,M9M 1A7,35204954
5809,71884545,-79.454547661,43.71883854,Creston Rd / Mulholland Ave,B01,M6A 0B7,35202140
5811,65854603,-79.460308763,43.658537847,Glenlake Ave / Indian Grv,001,M6P 2L5,35204015
5819,67882980,-79.29802393899999,43.678885382,Kingston Rd / Southwood Dr / Main St,005,M4L 1V5,35200662
5820,71742313,-79.231308005,43.71743149899999,Broadmead Ave / Neilson Ave,001,M1M 1C7,35203786
5821,64763978,-79.397874434,43.647650681,Richmond St W / Mc Dougall Lane,1,M5V 2L4,35200870
5822,64914488,-79.448825055,43.649196855,Grenadier Rd / Lynd Ave / Parkway Ave,B01,M6R 2M6,35201354
5825,63343995,-79.399528235,43.63340109600001,Stadium Rd / Little Norway Cres,1,M5V 1B3,35203157
5826,67094492,-79.449285185,43.670955419,Foundry Ave / Turntable Cres,004,M6H 3Z6,35204632
5827,65514167,-79.416733212,43.655115298000005,College St / Beatrice St,996,M6G 1C2,35201426
5829,74255687,-79.56873399199999,43.742594991,Beaumonde Heights Dr / Monterrey Dr,1,M9V 1V9,35201860
5834,80873181,-79.31816988199999,43.808721127,Fundy Bay Blvd / Sandy Haven Dr,1,M1W 3G1,35203929
5835,75144987,-79.498728207,43.751431938,Clayhall Cres / Gambello Cres,001,M3J 1G6,35202025
5840,75602290,-79.229058953,43.756021556,Daphne Rd / Eastpark Blvd / Cedarbrook Park Trl,1,M1H 3A1,35203610
5841,68685131,-79.51314736,43.68684888,Scarlett Rd / La Rose Ave,001,M9P 1E9,35202982
5843,62355358,-79.53584229,43.6235597,Vansco Rd / North Queen St,1,M8Z 5G5,35201663
5844,81812049,-79.204921708,43.81814994,Littles Rd / Goodall Dr,1,M1B 5H3,35204183
5847,68073107,-79.310754932,43.680793349,Woodbine Ave / Gerrard St E,B01,M4L 2C2,35200680
5849,74193252,-79.325204394,43.741929206,Roanoke Rd / Underhill Dr,B01,M3A 1E9,35202742
5850,65643477,-79.347773591,43.656426895,Eastern Ave / Eastern Ave Diversion / Sunlight Park Rd,001,M4M 1B7,35204634
5852,78531606,-79.16069085,43.785301127,Meadowvale Rd / Lawson Rd,1,M1C 2J1,35203685
5853,69374822,-79.48224561800001,43.693707366000005,Paulson Rd / Trethewey Dr,001,M6M 2K9,35205054
5856,72765495,-79.549537511,43.727649207,Arcot Blvd / Tandridge Cres,1,M9W 2N8,35201912
5859,77331842,-79.184270394,43.773385278,Kingston Rd / Eli Shackleton Crt,001,M1E 3G1,35203660
5861,81813222,-79.322218487,43.818129295,Wintermute Blvd / Sandyhook Sq,001,M1W 3Y1,35204137
5863,74272411,-79.241105026,43.742718207,Thicketwood Dr / Savarin St,001,M1J 1J1,35204178
5867,72215482,-79.54828199800001,43.722127353000005,Shendale Dr / Bemberg Crt,1,M9W 2H8,35201823
5869,65494036,-79.403681952,43.654958878,Bellevue Ave / Nassau St,B01,M5T 1M5,35200892
5873,68994376,-79.437659985,43.689956157,Cedric Ave / Jesmond Ave,001,M6C 2R1,35202230
5876,76481795,-79.179571093,43.764805393,Budworth Dr / Deekshill Dr,002,M1E 2J3,35203668
5877,62715247,-79.524703703,43.627188264,Jutland Rd / Goodrich Rd,1,M8Z 2G9,35201665
5881,65633983,-79.398343032,43.656306476000005,Cecil St / Glasgow St,1,M5T 2G7,35200893
5886,75542194,-79.219426708,43.755496923,Stevenvale Dr / Confederation Dr,B01,M1G 1G8,35203346
5889,77593065,-79.306563099,43.775939109,Warden Ave / Cass Ave / Palmdale Dr,001,M1T 1M6,35203590
5890,71944439,-79.44390960300001,43.719485807,Replin Rd / Flemington Rd,B01,M6A 2N4,35202136
5895,76794970,-79.497000293,43.767984556,Cook Rd / Leitch Ave,1,M3J 0K9,35202013
5896,77593607,-79.360734507,43.775946663,Ravenbury Rd / Marowyne Dr / Clareville Cres,1,M2K 2W1,35200393
5897,71533981,-79.398148729,43.715354224,Sheldrake Blvd / Brynhurst Crt,1,M4P 2J5,35202337
5898,73005242,-79.52423761899999,43.730088712,Torbarrie Rd / Sergio Marchi St,1,M3L 1A2,35202090
5899,67744599,-79.459914647,43.677479398,Rockwell Ave / Blackthorn Ave,1,M6N 3K2,35201177
5906,66604992,-79.499265622,43.66607327,St Clair Ave W / Scarlett Rd,1,M6N 1S9,35201253
5908,80512653,-79.265330013,43.805133438,McCowan Rd / Sandhurst Crcl,010,M1S 3Y7,35204741
5909,68194312,-79.431222599,43.681909843,Grimthorpe Rd / Atlas Ave,B01,M6C 3N9,35204527
5911,80892027,-79.20272440000001,43.808934294,Morningside Ave / McLevin Ave / Casebridge Crt,1,M1B 5K3,35204725
5912,66543989,-79.39898319,43.665438165,Sussex Ave / St George St,999,M5S 2K2,35200905
5913,68704346,-79.434639635,43.687098298,Holland Park Ave / Winona Dr,1,M6E 2V3,35204516
5915,81202124,-79.212438426,43.812081226,Empringham Dr / Whispering Willow Ptwy,002,M1B 3A9,35204810
5918,73816183,-79.618344052,43.73812438,Claireville Dr / Humberline Dr,001,M9W 6V6,35203047
5920,67265425,-79.542555423,43.672686507,Princess Margaret Blvd / Princess Anne Cres,1,M9A 2P7,35203004
5921,76335660,-79.566045074,43.763310703,San Gabriele Pl / Oliti Crt,B01,M9L 1C8,35201890
5924,71773265,-79.326551794,43.717740363,Linkwood Lane / Shady Golfway,016,M3C 3E7,35200541
5925,61505522,-79.552265757,43.615068404,The Queensway / Sherway Gardens Rd / Queensway W Browns Line Ramp / 427 C S Queensway Ramp,1,M9C 4Y1,35204891
5926,70525771,-79.57717013199999,43.705242693,Martin Grove Rd / Vulcan St,1,M9W 1L2,35204479
5927,66033617,-79.361783132,43.660360174,Dundas St E / Regent Park Blvd,002,M5A 2B7,35200805
5928,64235770,-79.57706356,43.642362593,Burnhamthorpe Rd / Triburnham Pl,1,M9C 2H3,35204098
5929,64134331,-79.43315278899999,43.64130025,Queen St W / Cowan Ave,1,M6K 1M1,35204661
5934,64504191,-79.419148963,43.645024369,Ossington Ave / Rebecca St,1,M6J 2Z4,35201442
5936,72054492,-79.449272898,43.720513729,Flemington Rd / Edengarth Crt,001,M6A 2R1,35202139
5937,69455003,-79.500357971,43.694547977,Touchstone Dr / Platinum Dr,002,M6M 4C4,35205052
5938,82012620,-79.26209549100001,43.820120242,Middlefield Rd / McNicoll Ave,001,M1V 2Y4,35200133
5939,68053187,-79.318702448,43.680567077,Drayton Ave / Hanson St,001,M4C 1E2,35200588
5945,64635599,-79.55999231199999,43.646303302,Burnhamthorpe Rd / The East Mall / Burnhamthorpe 427 C N Ramp,1,M9B 2A9,35204253
5947,74062246,-79.224682847,43.740666428,Mason Rd / Adanac Dr,1,M1J 2G4,35204333
5951,66815532,-79.55323616,43.668140722,Lloyd Manor Rd / Farningham Cres,1,M9B 5K1,35201711
5958,65755495,-79.549580331,43.657520392,Rivercove Dr / Hampshire Hts,002,M9B 2K6,35201705
5959,76714097,-79.409709503,43.76711232,Elmwood Ave / Doris Ave,003,M2N 6S5,35204759
5962,79731411,-79.14113894100001,43.797323456,Island Rd,003,M1C 2P5,35203739
5963,77471484,-79.148489904,43.774754293,Cherryhill Ave / Rodarick Dr,001,M1C 1W7,35203678
5965,64744068,-79.406822237,43.6474625,Palmerston Ave / Wolseley St,002,M6J 1E5,35200887
5966,62385228,-79.522801465,43.623858595,Warnica Ave / Brawley Ave,1,M8Z 1R6,35201667
5968,66023515,-79.351587544,43.660219394,Kintyre Ave / Hamilton St,999,M4M 2G1,35204575
5970,65653771,-79.37714823,43.656501168,Dundas St E / Church St,1,M5B 1Z2,35204615
5971,65585984,-79.598410097,43.655834222,Eglinton Ave W / Centennial Park Blvd,1,L4W 4Y5,35212021
5972,75162269,-79.22695478600001,43.751699136000006,Banmoor Blvd / Landfair Cres,1,M1H 3A1,35203610
5974,64834203,-79.420381543,43.64832886399999,Ossington Ave / Halton St,002,M6J 2Z4,35201442
5975,76762922,-79.29225313,43.767629161,Birchmount Rd / Rolark Dr,B01,M1P 2W1,35203554
5978,77661462,-79.14628377,43.776673791,Centennial Rd / Pepper Tree Dr,002,M1C 2B8,35203724
5979,64863733,-79.373306875,43.648677546,Front St E / Farquhars Lane,001,M5E 1T9,35204897
5981,79611687,-79.16876704100001,43.796177927,Zaph Ave / Pythagoras Dr,998,M1B 2X3,35203955
5982,61195474,-79.54748111800001,43.611942241,Browns Li N Evans Ramp,1,M8W 2S1,35201598
5983,65983661,-79.366194505,43.659881263,Parliament St / Callaghan Lane,1,M5A 3A3,35200797
5984,72964714,-79.47146690699999,43.729604425,Wilson Ave / Murray Rd,001,M3K 2A7,35204887
5986,67324010,-79.401033469,43.673223221,Admiral Rd / Bernard Ave,003,M5R 2N5,35201054
5988,60165452,-79.545254731,43.601690365,Brown's Line / Horner Ave,001,M8W 3T7,35201586
5989,78034397,-79.439760337,43.780398807,Kenton Dr / Daniel Cozens Crt,001,M2R 1Y8,35202589
5991,72625516,-79.55167348399999,43.726221533,Albion Rd / Byng Ave,B01,M9W 2N8,35201912
5993,73272645,-79.26455433,43.73277077,Eglinton Ave E / Transway Cres,1,M1K 5J7,35205043
5997,78742591,-79.25912424399999,43.787410297,Pitfield Rd / Keyworth Trl,002,M1S 3E5,35203613
6002,66663853,-79.385340172,43.666695024,Yonge St / Irwin Ave,1,M4Y 1Z8,35204598
6004,64374211,-79.421197118,43.643726523000005,Queen St W / Fennings St / White Squirrel Way,1,M6J 1H9,35204924
6007,70455283,-79.52832034800001,43.704545487,Weston Rd / Coulter Ave,006,M9N 1X7,35204416
6009,82692706,-79.270621347,43.826939721,Hillfarm Dr / Whistling Hills Dr,1,M1V 4P1,35200106
6010,76022851,-79.285182858,43.760238128000005,Lewiston Rd / Shropshire Dr / Mendip Cres,1,M1P 2W1,35203554
6011,64633910,-79.391093375,43.646316018,King St W / Widmer St,1,M5V 1J9,35204842
6012,72664273,-79.427322858,43.726651931000006,St Germain Ave / Falkirk St,1,M5M 4K1,35202128
6016,74852973,-79.297335527,43.748585666,Boem Ave / Lilian Dr,1,M1R 2Z3,35200435
6017,61984855,-79.485549965,43.619823368,Lake Shore Blvd W / Fleeceline Rd,1,M8V 4C5,35205068
6021,65853848,-79.384893847,43.658510723,Bay St / Gerrard St W,001,M5G 2J9,35204606
6024,64563698,-79.369855406,43.645631251000005,Lake Shore Blvd E / Lower Jarvis St / Gardiner E Lower Jarvis Ramp / Lakeshore W Gardiner,1,M5E 0C4,35200832
6026,68712941,-79.294157428,43.687101418000005,Drummondville Lane / William Hancox Ave,001,M4C 1M2,35205059
6027,65414239,-79.423959662,43.654122458,College St / Concord Ave,1,M6H 1A6,35201421
6028,70273866,-79.386678432,43.702706771,Hadley Rd / Belsize Dr,1,M4S 2M7,35202912
6029,70515153,-79.515320421,43.705133212,Queen's Dr / Elm St,1,M9N 1K2,35204422
6033,63085044,-79.504477296,43.63080556600001,Royal York Rd / Yorkview Dr,002,M8Y 2T1,35203138
6037,77823653,-79.3653204,43.778288146,Leslie St / Nymark Ave,1,M2J 2K9,35200292
6038,71565319,-79.531900921,43.715699038,Kelvin Ave / Wilson Ave,1,M9M 1A9,35201919
6039,69232742,-79.27429448699999,43.692333108,Red Deer Ave / Clonmore Dr,1,M1L 1E3,35203509
6044,65583920,-79.392077239,43.65580973,Mc Caul St / Elm St / Ln S Baldwin W Mc Caul,001,M5T 1L1,35200898
6046,70164654,-79.46542028,43.701683778,Raitherm Rd / Gurney Cres,1,M6B 3X8,35202296
6049,66063748,-79.37485096,43.660654071,Gerrard St E / George St,001,M5A 2P2,35202840
6050,79444285,-79.428542487,43.794477001,Green Bush Rd / Hilda Ave,010,M2M 1V6,35203979
6052,76353012,-79.301297386,43.763562857,Warden Ave / Continental Pl,1,M1R 2S3,35203566
6053,78474281,-79.428174105,43.784742226000006,Drewry Ave / Norwin St,001,M2M 1E3,35204913
6054,78783506,-79.35067740699999,43.78787036600001,Van Horne Ave / Axsmith Cres,B01,M2J 3H9,35200301
6057,69755016,-79.501660239,43.697548747,Trethewey Dr / Arena St,012,M6M 4C4,35205052
6063,73674202,-79.420263465,43.736783022,Avenue Rd / Joicey Blvd,1,M5M 4A4,35202606
6064,79223935,-79.393596386,43.792297763,Bayview Ave / Cummer Ave,1,M2K 2M2,35202447
6066,72963980,-79.39807339,43.729604909,Mount Pleasant Rd / Bowood Ave,1,M4N 1X2,35202373
6068,67973359,-79.335994859,43.679729228,Chatham Ave / Phin Ave,1,M4J 1K5,35200712
6072,64053832,-79.383283615,43.640501534,Lake Shore Blvd W / Lower Simcoe St,1,M5J 2Y6,35205063
6074,66405483,-79.54832287,43.66409817,Appledale Rd / North Heights Rd,B01,M9B 2T9,35201705
6076,69445214,-79.52145095,43.6944436,Freemont Ave / Leggett Ave,1,M9P 3W3,35202969
6077,74075698,-79.56987469,43.74077151,Waltham Dr / Harlow Cres,1,M9V 2X8,35201862
6078,65523969,-79.39696865,43.65528537,Baldwin St / Huron St,1,M5T 2G4,35200892
6081,66434148,-79.41485859,43.6643401,Bloor St W / Euclid Ave,002,M6G 1K9,35201069
6085,65453776,-79.37762579,43.65456472,Bond St / Shuter St,1,M5B 1N8,35204615
6086,77073889,-79.38897567,43.77074374,Bayview Ave / Hollywood Ave / Foxwarren Dr,001,M2N 3H5,35200363
6087,68575246,-79.52464416,43.68578066,Ridgemount Rd / Griggsden Ave,001,M9P 1B2,35202982
6088,81683292,-79.32927158,43.8168449,Huntsmill Blvd / Carl Cres,001,M1W 3X6,35200173
6090,75384531,-79.45316502,43.75381652,Cocksfield Ave / Wilmington Ave,1,M3H 2T5,35202108
6093,68133021,-79.30215834,43.68135179,Norwood Rd / Benlamond Ave / Glen Oak Dr,002,M4E 2C6,35203886
6094,63634068,-79.40684138,43.63639277,Fort York Blvd / Fleet St,1,M5V 4A2,35203157
6095,66493791,-79.3791012,43.66495474,Maitland St / Mutual St,1,M4Y 1E3,35204584
6097,70473081,-79.30811858,43.70479525,Stag Hill Dr / Glen Gannon Dr,003,M4B 2N7,35200531
6098,66753856,-79.38569238,43.66756231,Yonge St / Isabella St,1,M4Y 1Z8,35204598
6099,65893283,-79.32830092,43.65898526,Lake Shore Blvd E / Leslie St,1,M4M 3H9,35204750
6100,66433871,-79.38718321,43.66436762,Bay St / Wellesley St W,1,M5S 2S3,35204901
6102,73465339,-79.53395523,43.73467084,Sheppard Ave W / Rivalda Rd / Abraham Welsh Rd,1,M9M 2Z7,35204949
6103,75445309,-79.53090493,43.75443688,Finch Ave W / Finch 400 S Ramp,1,M3N 1X1,35202058
6104,82932663,-79.26637694,43.82934104,Middlefield Rd / Select Ave,1,M1V 5P6,35200139
6106,76794401,-79.44013942,43.76798006,Terrace Ave / Community Crcl,001,M2R 3V3,35202571
6107,67704500,-79.45006998,43.67705747,Archgate Lane / Harvie Ave,1,M6E 1C3,35201158
6108,68613106,-79.31066801,43.68616285,Danforth Ave / Cedarvale Ave,001,M4C 1K3,35200596
6109,76342375,-79.23752995,43.76345179,Bellamy Rd N / Benleigh Dr,1,M1H 2L5,35203375
6110,77094133,-79.41331654,43.77099304,Yonge St / Parkview Ave,001,M2N 5P7,35204196
6111,76754314,-79.43145448,43.76755668,Ellerslie Ave / Cobden St,1,M2R 3V3,35202571
6112,77831469,-79.14690477,43.77830116,Centennial Rd / Tesson Pl,1,M1C 1Z9,35203682
6113,74773568,-79.35689127,43.74772694,Ballyronan Rd / Southwell Dr,1,M3B 2R2,35204278
6114,77002613,-79.26133129,43.77006534,Ellesmere Rd / Brimley Rd,1,M1P 4M2,35204235
6115,65843389,-79.3389608,43.65840272,Eastern Ave / Carlaw Ave,001,M4M 2R9,35203193
6118,64985124,-79.512455,43.64986223,Royal York Rd / Wilgar Rd,1,M8X 1M3,35201504
6119,63404380,-79.43805557,43.6340435,Lake Shore Blvd W / Dowling S Lakeshore W Ramp / Net Dr,1,M6K 1C2,35201463
6120,76214082,-79.40826431,43.76210179,Sheppard Ave E / Doris Ave,1,M2N 5W9,35204738
6122,67163249,-79.32493876,43.67161153,Highfield Rd / Gerrard St E,1,M4L 1Y9,35200691
6123,67293371,-79.33719103,43.67291218,Boultbee Ave / Jones Ave,996,M4J 3G8,35200713
6124,66934927,-79.49277842,43.66939487,Jane St / Pritchard Ave,1,M6N 1S9,35201253
6125,75554742,-79.47429609999999,43.75553456,Sheppard Ave W / Chesswood Dr,1,M3J 2W6,35202098
6126,78573279,-79.3279336,43.78572952,Victoria Park Ave / Pleasant View Dr,1,M2J 4A7,35200193
6128,69673081,-79.30810138,43.69673883,Hamstead Ave / Westlake Cres,1,M4C 4T4,35200515
6129,76714097,-79.40970949999999,43.76711232,Elmwood Ave / Doris Ave,1,M2N 6S5,35204759
6130,78072459,-79.2459016,43.78077679,Lee Centre Dr / Corporate Dr,011,M1H 3H8,35203954
6132,70135486,-79.54867621,43.70132433,Islington Ave / St Andrews Blvd,005,M9R 1V8,35201816
6134,65384017,-79.40177706,43.65388235,Augusta Ave / Denison Sq,1,M5T 1H5,35200890
6135,65853848,-79.38489385,43.65851072,Bay St / Gerrard St W,007,M5G 2J9,35204606
6136,60075052,-79.50527458,43.60076195,Islington Ave / Lake Shore Blvd W / Seventh St,1,M8V 1K5,35201553
6137,76832607,-79.26078248,43.76832726,Brimley Rd / Applefield Dr / Bernadine St,1,M1P 4M2,35204235
6138,63914438,-79.44382528,43.63918149,Queen St W / Triller Ave,1,M6R 1B2,35201327
6139,65703745,-79.37456692,43.65706708,Dundas St E / Jarvis St,1,M5B 2L1,35204612
6141,70552758,-79.27586725,43.70556957,Bell Estate Rd / John Bell Cres,001,M1L 0E2,35203503
6142,63604020,-79.40208965,43.63603454,Grand Magazine St / Fleet St,1,M5V 1B9,35203157
6144,79602923,-79.29236249,43.79605795,Buena Vista Ave / Southlawn Dr,001,M1S 1J1,35200210
6145,71192485,-79.24851369,43.71194247,Midland Ave / Park St,1,M1N 4A7,35203270
6146,69692853,-79.28539951,43.69699828,Pharmacy Ave / Teesdale Pl / Prairie Drive Park Trl,1,M1L 3P1,35203512
6147,67333562,-79.35622818,43.67337415,Hogarth Ave / Broadview Ave,004,M4K 2P6,35204559
6148,64913721,-79.37219302,43.64913105,Front St E / Market St,001,M5E 1C3,35204650
6151,67133723,-79.37232147,43.67135534,Rose Ave / Howard St,1,M4Y 0A4,35200757
6152,58735418,-79.54186683,43.58734977,Hilo Rd / Forty Second St,1,M8W 3P1,35201579
6154,72175618,-79.56184055,43.72171085,Clearbrooke Crcl / Hardisty Dr,1,M9W 3Z3,35201831
6155,70245127,-79.51272116,43.70247806,MacDonald Ave / Ralph St,1,M9N 3A8,35204421
6156,71072620,-79.26209509999998,43.71072336,Kilmarnock Ave / Glasgow Ave,001,M1K 1A8,35203491
